"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PG0002","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PP0049","ACCT_PP0050","ACCT_PP0051","ACCT_PP0052","ACCT_PP0053","ACCT_PP0054","ACCT_PP0055","ACCT_PP0056","ACCT_PP0057","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","ACCT_PS0001","ACCT_PS0002","ACCT_PS0003","ACCT_PS0004","ACCT_PS0005","ACCT_PS0006","ACCT_PS0007","ACCT_PS0007A"
62219,12/31/2023 0:00:00,16502,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62228,12/31/2023 0:00:00,16509,"","Automated","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","1","0","0","0","0","0",""
62243,12/31/2023 0:00:00,16523,"549300XUS39F2SNI3007","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 24 2023  5:00AM","0","1","0","0","0","0","0",""
62245,12/31/2023 0:00:00,16524,"254900GXV94B2NZXS107","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
62249,12/31/2023 0:00:00,16527,"549300SJPU5FBHX6JQ61","Manual","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 16 2024  5:00AM","0","1","0","1","0","0","0",""
62258,12/31/2023 0:00:00,16536,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","1","Magic Wrighter"
62264,12/31/2023 0:00:00,16541,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62316,12/31/2023 0:00:00,16587,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62322,12/31/2023 0:00:00,16592,"54930068H3KVFOUG0285","Combination","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  6:00AM","1","0","0","0","0","0","0",""
62323,12/31/2023 0:00:00,16593,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","0","0","0","0","0","0","0",""
62325,12/31/2023 0:00:00,16595,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62330,12/31/2023 0:00:00,16600,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62337,12/31/2023 0:00:00,16607,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
62338,12/31/2023 0:00:00,16608,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62339,12/31/2023 0:00:00,16609,"549300XMFRSH4KYAO758","Manual","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  5:00AM","0","1","0","0","0","0","0",""
62340,12/31/2023 0:00:00,16610,"254900DOBILWQF3MQ479","Manual","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 15 2023  5:00AM","0","1","0","0","0","0","0",""
62344,12/31/2023 0:00:00,16614,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62347,12/31/2023 0:00:00,16617,"254900TJCZAM25V2WZ38","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 15 2024  5:00AM","0","1","0","0","0","0","0",""
62352,12/31/2023 0:00:00,16622,"549300P0EVSTBKD8HJ82","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  7 2023  5:00AM","0","1","0","0","0","0","0",""
62356,12/31/2023 0:00:00,16626,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","0","0","0","0","0",""
62358,12/31/2023 0:00:00,16628,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","0","1","0","0","0","0","0",""
62367,12/31/2023 0:00:00,16637,"","Combination","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","","","","","1","0","1","0","0","0","0",""
62370,12/31/2023 0:00:00,16640,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","0","0","0","0","0","0",""
62380,12/31/2023 0:00:00,16650,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","0","1","0","0","0","0",""
62393,12/31/2023 0:00:00,16663,"549300VH184HHOFFT776","Combination","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan  1 2024  5:00AM","0","1","0","0","0","0","1","Magic Wrighter process A2A transfers"
62406,12/31/2023 0:00:00,16675,"549300PGWM7M3DKQ1F43","Combination","1","1","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 21 2023  5:00AM","0","1","0","0","0","0","1","CU*Answers"
62417,12/31/2023 0:00:00,16685,"549300FDNZSDIZP9N063","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  6:00AM","0","1","0","0","0","0","0",""
62419,12/31/2023 0:00:00,16687,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62422,12/31/2023 0:00:00,16690,"","Combination","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 29 2024  7:00AM","0","1","0","1","0","0","0",""
62426,12/31/2023 0:00:00,16693,"549300DXF2FQC64H6G42","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  5:00AM","1","1","0","0","0","0","0",""
62429,12/31/2023 0:00:00,16695,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62431,12/31/2023 0:00:00,16697,"","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62432,12/31/2023 0:00:00,16698,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62433,12/31/2023 0:00:00,16699,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","1","CMC Flex(Computer Marketing Corporation"
62438,12/31/2023 0:00:00,16704,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62441,12/31/2023 0:00:00,16707,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62446,12/31/2023 0:00:00,16712,"","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62452,12/31/2023 0:00:00,16718,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62471,12/31/2023 0:00:00,16737,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62474,12/31/2023 0:00:00,16740,"549300H88NIQ6005M718","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2023  5:00AM","1","1","0","0","0","0","1","FHLB"
62479,12/31/2023 0:00:00,16745,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","0","0","0","0","0",""
62482,12/31/2023 0:00:00,16748,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62484,12/31/2023 0:00:00,16750,"549300J2D35S72FE4K21","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2023  6:00AM","1","1","0","0","0","0","1","WireXchange"
62486,12/31/2023 0:00:00,16752,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62497,12/31/2023 0:00:00,16760,"","Automated","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","","","1","1","1","0","0","0","0",""
62500,12/31/2023 0:00:00,16762,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62502,12/31/2023 0:00:00,16764,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62504,12/31/2023 0:00:00,16766,"549300TYKYOVQFBZBV90","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  5:00AM","1","1","0","0","0","0","0",""
62508,12/31/2023 0:00:00,16770,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62509,12/31/2023 0:00:00,16771,"254900ZPTT694OV6U433","Automated","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  7 2023  6:00AM","1","1","0","0","0","0","1","Jack Henry - iPay"
62514,12/31/2023 0:00:00,16776,"549300YB1H2FRI6JPM51","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 22 2023  5:00AM","1","0","0","0","0","0","0",""
62517,12/31/2023 0:00:00,16779,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62536,12/31/2023 0:00:00,16796,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62537,12/31/2023 0:00:00,16797,"549300A1ILQC3X3Z1716","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2023  5:00AM","1","0","0","0","0","0","0",""
62542,12/31/2023 0:00:00,16802,"5493003P55WOWIBVUF09","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 24 2023  6:00AM","0","1","0","0","0","0","0",""
62543,12/31/2023 0:00:00,16803,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62562,12/31/2023 0:00:00,16821,"5493008NQVB5ZOWYNU83","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","May 31 2023  4:00AM","1","1","0","0","0","0","0",""
62563,12/31/2023 0:00:00,16822,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","1","0","0","0","0",""
62564,12/31/2023 0:00:00,16823,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62571,12/31/2023 0:00:00,16830,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","1","0","0","0","0","0","0",""
62573,12/31/2023 0:00:00,16832,"549300NVA07UVMZS8E14","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 14 2023  7:00AM","0","1","0","0","0","0","0",""
62574,12/31/2023 0:00:00,16833,"549300LG5340S24M4N89","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2023  7:00AM","1","1","0","0","0","0","0",""
62588,12/31/2023 0:00:00,16847,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","1","FiServ-Xroads"
62589,12/31/2023 0:00:00,16848,"","Combination","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","0","0","0","0","0","0","0",""
62590,12/31/2023 0:00:00,16849,"","Automated","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
62593,12/31/2023 0:00:00,16852,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","1","0","0","0","0",""
62598,12/31/2023 0:00:00,16857,"","Manual","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62599,12/31/2023 0:00:00,16858,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62604,12/31/2023 0:00:00,16863,"549300KM40FP4MSQU941","Combination","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","May 12 2023  6:00AM","1","0","1","1","0","0","1","Finastra"
62611,12/31/2023 0:00:00,16870,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62620,12/31/2023 0:00:00,16878,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62624,12/31/2023 0:00:00,16882,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62628,12/31/2023 0:00:00,16886,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","","0","1","0","0","0","0","0",""
62637,12/31/2023 0:00:00,16895,"","Automated","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","1","0","0","0",""
62638,12/31/2023 0:00:00,16896,"","Combination","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62641,12/31/2023 0:00:00,16899,"549300Z66NI4HM439O26","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 30 2023  8:00AM","1","1","0","0","0","0","0",""
62642,12/31/2023 0:00:00,16900,"549300GKFM8W0GQXCQ93","Combination","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2023  5:00AM","0","1","0","0","0","0","0",""
62656,12/31/2023 0:00:00,16914,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62659,12/31/2023 0:00:00,16917,"254900MNIT450KPDA114","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  8:00AM","1","0","0","0","0","0","0",""
62661,12/31/2023 0:00:00,16919,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62664,12/31/2023 0:00:00,16922,"","Combination","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62665,12/31/2023 0:00:00,16923,"549300CPJH6JMU13EQ37","Automated","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2023  8:00AM","1","1","0","0","0","0","0",""
62673,12/31/2023 0:00:00,16931,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62677,12/31/2023 0:00:00,16935,"5493006MW6O2CE88BD43","Combination","1","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 24 2023  8:00AM","0","1","0","0","0","0","0",""
62683,12/31/2023 0:00:00,16941,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","1","0","0","0","0",""
62701,12/31/2023 0:00:00,16958,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
62702,12/31/2023 0:00:00,16959,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62710,12/31/2023 0:00:00,16967,"25490058TX0QV62WQ461","Automated","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  6 2023  6:00AM","1","0","0","0","0","0","0",""
62715,12/31/2023 0:00:00,16972,"549300YDBNK66R6ZES34","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 24 2023  6:00AM","1","1","0","0","0","0","1","FISERV - Wire Exchange"
62716,12/31/2023 0:00:00,16973,"430492167","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","0","1","0","0","0","0","0",""
62717,12/31/2023 0:00:00,16974,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62722,12/31/2023 0:00:00,16979,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","1","0","0","0","0",""
62726,12/31/2023 0:00:00,16983,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62728,12/31/2023 0:00:00,16985,"549300WC15MLNUIZYR16","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 10 2023  6:00AM","0","1","0","0","0","0","0",""
62733,12/31/2023 0:00:00,16990,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62736,12/31/2023 0:00:00,16993,"549300QNPOF1WCRKLZ94","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  8:00AM","1","0","0","0","0","0","0",""
62745,12/31/2023 0:00:00,17002,"2549008LK3474E9U2888","Automated","1","1","1","1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2023  8:00AM","1","1","1","0","0","0","1","Fiserv WireXchange"
62755,12/31/2023 0:00:00,17012,"","Combination","1","1","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62756,12/31/2023 0:00:00,17013,"549300JFKW9425KOPI17","Combination","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  6:00AM","0","1","0","0","0","0","0",""
62776,12/31/2023 0:00:00,17033,"","Combination","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","0","0","0","0","0",""
62783,12/31/2023 0:00:00,17040,"","Automated","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62787,12/31/2023 0:00:00,17044,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62796,12/31/2023 0:00:00,17053,"","Manual","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62799,12/31/2023 0:00:00,17056,"549300TG5MQ8D4SYP955","Combination","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 17 2023  8:00AM","1","0","1","0","0","0","0",""
62801,12/31/2023 0:00:00,17057,"549300CCELEPUO4TOE73","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  6:00AM","0","1","0","0","0","0","0",""
62808,12/31/2023 0:00:00,17062,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","0","0","0","0","0","0",""
62812,12/31/2023 0:00:00,17066,"549300Q3FASY9ZW0JS02","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 24 2023  6:00AM","0","1","0","0","0","0","0",""
62815,12/31/2023 0:00:00,17069,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","0","1","0","0","0","0","0",""
62822,12/31/2023 0:00:00,17076,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62826,12/31/2023 0:00:00,17079,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","1","FIS"
62827,12/31/2023 0:00:00,17080,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62829,12/31/2023 0:00:00,17082,"","Automated","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  6:00AM","0","1","0","0","0","0","1","MagicWrighter"
62840,12/31/2023 0:00:00,17093,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62841,12/31/2023 0:00:00,17094,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
62847,12/31/2023 0:00:00,17100,"549300KGWK2C69R8ZN27","Combination","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 16 2023  6:00AM","1","1","0","0","0","0","0",""
62848,12/31/2023 0:00:00,17101,"549300ZJK68X6PQU2308","Combination","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 22 2023  5:00AM","1","0","0","0","0","0","0",""
62854,12/31/2023 0:00:00,17107,"549300Q2D3BVMIW11R02","Combination","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  6:00AM","0","1","1","0","0","0","0",""
62855,12/31/2023 0:00:00,17108,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62872,12/31/2023 0:00:00,17125,"254900ERAT50PIMMZH17","Automated","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  6:00AM","1","0","0","0","0","0","1","WireExchange"
62877,12/31/2023 0:00:00,17129,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62878,12/31/2023 0:00:00,17130,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","1","0","0","0","0",""
62881,12/31/2023 0:00:00,17133,"549300A76WI58XAFNF59","Automated","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 21 2023  7:00AM","1","1","0","1","0","0","0",""
62882,12/31/2023 0:00:00,17134,"549300YIBRM1ZYA6GT07","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 10 2023  5:00AM","1","0","0","0","0","0","1","NCR"
62894,12/31/2023 0:00:00,17145,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62895,12/31/2023 0:00:00,17146,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62896,12/31/2023 0:00:00,17147,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
62897,12/31/2023 0:00:00,17148,"","Manual","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","","1","0","0","0","0","0","0",""
62903,12/31/2023 0:00:00,17154,"5493009OHBOFDUG78546","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar 29 2023  6:00AM","1","0","0","0","0","0","0",""
62905,12/31/2023 0:00:00,17155,"549300I67S0IYUQWFJ07","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 22 2024  6:00AM","1","0","0","0","0","0","0",""
62918,12/31/2023 0:00:00,17168,"254900KXKBNKNWDAIL39","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 24 2023  6:00AM","0","1","1","1","0","0","0",""
62923,12/31/2023 0:00:00,17172,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62929,12/31/2023 0:00:00,17178,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62930,12/31/2023 0:00:00,17179,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","0","0","0","0","0",""
62936,12/31/2023 0:00:00,17185,"","Manual","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62937,12/31/2023 0:00:00,17186,"984500DA79C1B97ACF16","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  7:00AM","1","0","0","0","0","0","0",""
62939,12/31/2023 0:00:00,17188,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62950,12/31/2023 0:00:00,17199,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
62960,12/31/2023 0:00:00,17208,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
